scene,frame_index,n_models,signal_var,signal_std,signal_endpoint_var,loss_mean,loss_ensmean,fail_top05,fail_top10,fail_top15,fail_top20,within_scene_pct,fail_within_scene
scene-0117,1,13,1.7741085175969957,1.3319566500442106,6.260098138630007,1.5188081129298623,1.1114148461192774,0,0,0,0,0.84,1
scene-0117,2,13,0.20483069491906847,0.4525822521034916,0.5476588636600006,0.8937863801589014,0.822987919792439,0,0,0,0,0.48,0
scene-0117,3,13,0.39180245682225506,0.6259412566864841,1.568645851106718,0.6899266448097465,0.5123750192981538,0,0,0,0,0.36,0
scene-0117,4,13,0.5190365430077791,0.7204419081423422,1.8815436710467528,0.6581750704336309,0.5041533341207782,0,0,0,0,0.32,0
scene-0117,5,13,1.9245682962741677,1.3872881086040374,7.677746345942581,0.8060039454217377,0.4401096167984268,0,0,0,0,0.44,0
scene-0117,6,13,0.6941988286137194,0.8331859508019319,2.2887761499377337,0.6506885381217775,0.5659197119230125,0,0,0,0,0.28,0
scene-0117,7,13,0.18098479108911766,0.42542307305683086,0.6752476556642797,0.4398102418649276,0.34684396552591146,0,0,0,0,0.16,0
scene-0117,8,13,0.17585882848432935,0.41935525331671875,0.576913950128355,0.4034078368158499,0.2573143483224533,0,0,0,0,0.12,0
scene-0117,9,13,0.8853043124955091,0.9409061124764304,3.451542028320643,0.5012765650661968,0.1424674443147268,0,0,0,0,0.2,0
scene-0117,10,13,0.12515088220292367,0.35376670589941567,0.3956103128773789,0.3867415858373484,0.33868246740689073,0,0,0,0,0.08,0
scene-0117,11,13,4.641441331638881,2.15440045758417,15.082427997575623,0.9164485698027659,0.8418086651397051,0,0,0,0,0.52,0
scene-0117,12,13,0.156202810374841,0.39522501233454466,0.5117508246550694,0.3309295812524518,0.19440288309105902,0,0,0,0,0.04,0
scene-0117,13,13,0.11281069127892063,0.3358730285076797,0.43145810056834033,0.316314263343424,0.21256644960012339,0,0,0,0,0.0,0
scene-0117,14,13,5.97698759433597,2.4447878423977754,24.748866143334965,1.0010300923436708,0.3826763426527471,0,0,0,0,0.6,0
scene-0117,15,13,2.159682828669251,1.4695859378305343,8.711569266614791,1.10646068147328,0.7655974288963673,0,0,0,0,0.64,0
scene-0117,16,13,0.10062321317453626,0.3172116220672507,0.33994419453980906,1.2240365442616197,1.2164822368560186,0,0,0,0,0.72,0
scene-0117,17,13,2.8583043366157703,1.69065204480868,9.248625946966666,1.8284274914271126,1.3413783362711662,0,0,0,0,1.0,1
scene-0117,18,13,1.3461387866410204,1.1602322123786344,4.234770702729306,1.6389973696819726,1.4813724281852874,0,0,0,0,0.96,1
scene-0117,19,13,2.507863606321283,1.5836235683776883,7.554965730403615,1.5538984327525083,1.2765907867111552,0,0,0,0,0.92,1
scene-0117,20,13,2.368902077244871,1.5391238017927182,6.654809945748813,1.3404346458155656,0.7309777042832876,0,0,0,0,0.8,1
scene-0117,21,13,4.534482663769945,2.129432474573905,16.408441536981414,1.5244994674041443,0.804185959002553,0,0,0,0,0.88,1
scene-0117,22,13,1.7620568208721004,1.3274248833256443,5.6444819575837135,1.2252108767367118,1.0771187332377372,0,0,0,0,0.76,0
scene-0117,23,13,3.176954340274841,1.7824012848611956,8.631794305775346,0.9467195183517033,0.2778809010274119,0,0,0,0,0.56,0
scene-0117,24,13,0.5137151639313521,0.7167392579811378,1.6670981397657934,0.6366102149615896,0.526895186294584,0,0,0,0,0.24,0
scene-0117,25,13,0.1715522064196707,0.41418861213180486,0.5309833286993132,0.7734490746588822,0.7021522905180793,0,0,0,0,0.4,0
scene-0118,0,13,0.972366673448409,0.9860865446036717,2.8110483831135387,0.9465288322315288,0.6405398468780177,0,0,0,0,0.16,0
scene-0118,1,13,1.1615385620899137,1.0777469842638918,3.0007729934465743,1.024625156004561,0.6744074169741704,0,0,0,0,0.24,0
scene-0118,2,13,1.0445629492147985,1.022038624130614,2.81791311844863,1.236787011794881,0.9934765300032279,0,0,0,0,0.32,0
scene-0118,3,13,1.208819319988698,1.099463196286578,3.294941618901234,1.7600036288306669,1.6242892498226407,0,0,0,0,0.52,0
scene-0118,4,13,0.3703568276581573,0.6085694928750186,0.9808180431152436,1.8989119986708078,1.8524457572082114,0,0,0,0,0.6,0
scene-0118,5,13,0.3815714462163489,0.6177146964548835,1.104047687009985,2.1715028678766175,2.1637790886649415,0,0,0,1,0.8,1
scene-0118,6,13,3.0450789411462202,1.7450154558473745,9.563395632767438,2.337794437633502,1.992393577751968,0,0,1,1,0.88,1
scene-0118,7,13,2.1341524985779676,1.4608738818179918,6.02210090228499,2.1196325439431765,1.9815460694972167,0,0,0,1,0.72,0
scene-0118,8,13,1.5089343888004934,1.228386905172997,4.209628329814326,1.7999934179603385,1.6980383582147718,0,0,0,0,0.56,0
scene-0118,9,13,3.5390625782408542,1.8812396387065775,10.00070118470603,1.9372753605629809,1.6114136149397618,0,0,0,0,0.64,0
scene-0118,10,13,4.695886369270584,2.1669993930018956,14.012802817501264,2.51924499709926,2.1952825236465014,0,0,1,1,0.92,1
scene-0118,11,13,3.3534320450402375,1.8312378450218414,10.137882857427275,3.1852041721074404,3.0338845963905445,1,1,1,1,1.0,1
scene-0118,12,13,2.9211405833637567,1.7091344544428788,9.092141440800917,2.888280755891024,2.7070921834671657,0,1,1,1,0.96,1
scene-0118,13,13,4.200663087026617,2.0495519234765966,15.629435217936194,2.1603920044209706,1.6865021509231095,0,0,0,1,0.76,0
scene-0118,14,13,2.0094238855469606,1.4175414934127892,6.873827012710281,1.960111238585701,1.8189026191215014,0,0,0,0,0.68,0
scene-0118,15,13,1.8071848356806288,1.3443157499935159,6.235155312909217,2.2080278564852196,2.169392353717401,0,0,0,1,0.84,1
scene-0118,16,13,1.9606405572159262,1.400228751745916,6.016779244838812,1.4990811426078363,1.230894282531705,0,0,0,0,0.4,0
scene-0118,17,13,1.1830344997976239,1.0876738940498774,4.055662746112566,1.5980613848832994,1.5123007829541646,0,0,0,0,0.44,0
scene-0118,18,13,1.9464101839688854,1.3951380519392644,6.573797315442566,1.606045387001278,1.2949563638449202,0,0,0,0,0.48,0
scene-0118,19,13,2.091496911414844,1.4462008544510143,7.290335907948152,1.3290028098957394,0.9613584827875495,0,0,0,0,0.36,0
scene-0118,20,13,0.7028340831542573,0.8383520043241128,2.2313894632478033,0.8460679706091173,0.6439917139538736,0,0,0,0,0.08,0
scene-0118,21,13,0.9700668012958303,0.9849196928155262,3.238306909075878,0.9795084997136255,0.8266767643823322,0,0,0,0,0.2,0
scene-0118,22,13,0.528864580420567,0.7272307614647273,1.7039962760322567,0.6820177839145816,0.4687004973844466,0,0,0,0,0.0,0
scene-0118,23,13,0.7192519930657254,0.8480872555732254,2.205233781318842,0.7795566689442226,0.5361154998425549,0,0,0,0,0.04,0
scene-0118,24,13,0.9392594152697692,0.9691539688149501,3.0783978318886582,0.8875123474105179,0.5925349778267158,0,0,0,0,0.12,0
scene-0118,25,13,1.2799879440856048,1.1313655218741663,4.5255396050215415,1.1980823810807026,0.9128220424843226,0,0,0,0,0.28,0
scene-0119,0,13,3.0005844835507944,1.7322195252192474,6.818895113251765,2.030517079698742,1.5903210681384332,0,0,0,0,0.4583333333333333,0
scene-0119,1,13,3.0132620171592,1.7358750004419097,8.71127019594415,2.3145787701292244,2.177340362515359,0,0,1,1,0.6666666666666666,0
scene-0119,2,13,1.868057139483298,1.3667688683472776,5.951452194668328,1.8016245235876822,1.7115371663186132,0,0,0,0,0.20833333333333334,0
scene-0119,3,13,2.352061475428067,1.5336432034303373,6.79292061674603,2.1917814393117285,2.1386817444860533,0,0,0,1,0.5416666666666666,0
scene-0119,4,13,3.76333963036938,1.93993289326445,11.801574082676284,1.6465538450027752,1.0726475828518263,0,0,0,0,0.125,0
scene-0119,5,13,5.214647184369036,2.28356019941867,15.140480541002072,2.3036485058451293,1.9529431536344788,0,0,1,1,0.625,0
scene-0119,6,13,6.083640647781404,2.46650372952919,19.075681379179073,2.791887865139905,2.4138029005920294,0,1,1,1,1.0,1
scene-0119,7,13,0.7891020652223474,0.8883141703374698,2.6644255159737664,2.414074875359525,2.343225356593257,0,0,1,1,0.8333333333333334,1
scene-0119,8,13,2.8635474808612096,1.6922019621963595,9.044990756635686,2.3528629249126913,2.16783520582338,0,0,1,1,0.7916666666666666,0
scene-0119,9,13,1.0877855392501827,1.0429695773368381,3.942617682193213,1.509305041282514,1.4435868509890353,0,0,0,0,0.08333333333333333,0
scene-0119,10,13,1.5226471513235584,1.2339558952100187,5.297445740758923,1.9676254570192926,1.8383922885646395,0,0,0,0,0.375,0
scene-0119,11,13,2.8429973546230314,1.6861190214878163,10.6692098420058,1.6598193143026354,1.1808300619124166,0,0,0,0,0.16666666666666666,0
scene-0119,12,13,1.8569632067970459,1.3627043724876815,6.172628411201993,1.9509001143902698,1.7562533078445959,0,0,0,0,0.3333333333333333,0
scene-0119,13,13,5.15049684282095,2.269470608494622,16.5228549483658,2.773832026263596,2.6085656073918813,0,1,1,1,0.9583333333333334,1
scene-0119,14,13,2.636061260484231,1.623595165207211,9.712991082560064,1.888516540494575,1.589898275168154,0,0,0,0,0.2916666666666667,0
scene-0119,15,13,1.7412643020736625,1.3195697412693512,6.196924967094654,1.8426762285396114,1.7757834682133176,0,0,0,0,0.25,0
scene-0119,16,13,0.9619496834037573,0.9807903361084658,3.2296549001684007,2.324692294925213,2.2745685198613232,0,0,1,1,0.7083333333333334,0
scene-0119,17,13,1.0189390930010618,1.00942512996312,3.859849110205943,2.0456564883292097,2.0089851086880923,0,0,0,0,0.5,0
scene-0119,18,13,2.1948268340342083,1.4814947971674448,7.9158308315745165,2.5658944108404773,2.4856617247782578,0,0,1,1,0.875,1
scene-0119,19,13,3.3928011402158673,1.8419557921448244,11.656925706317022,2.33993581857827,2.207882496101458,0,0,1,1,0.75,0
scene-0119,20,13,2.0712836522198215,1.43919548784028,7.460314585634843,2.011727881599207,1.738529578821997,0,0,0,0,0.4166666666666667,0
scene-0119,21,13,1.1903358353432099,1.0910251304819747,3.9300710103790735,2.653598193297503,2.552403669876949,0,1,1,1,0.9166666666666666,1
scene-0119,22,13,1.1493341121718348,1.0720700127192415,4.255822235442504,2.2729410898816584,2.182162641411475,0,0,0,1,0.5833333333333334,0
scene-0119,23,13,1.6882360358389512,1.2993213751181618,5.791359017709992,1.287069502255839,1.1172239084215938,0,0,0,0,0.041666666666666664,0
scene-0119,24,13,1.647641587931312,1.2836049189416936,5.591816874009,1.1437795853528483,0.8477192531349528,0,0,0,0,0.0,0
scene-0140,0,13,1.9801782543391386,1.40718806644284,6.764513618634014,1.1959764757725795,0.8736882905131261,0,0,0,0,0.56,0
scene-0140,1,13,0.9482765830311798,0.9737949389020153,2.875785510847869,1.0864813298897533,0.9128410152898225,0,0,0,0,0.44,0
scene-0140,2,13,1.224971240894335,1.1067841889430545,4.124821552024034,0.9696908931441619,0.7436744731062314,0,0,0,0,0.32,0
scene-0140,3,13,0.8078776640870732,0.8988201511354055,2.7854818717106182,1.2034307890411862,1.0863194393475721,0,0,0,0,0.6,0
scene-0140,4,13,0.9876417847314197,0.9938016827976394,3.6786592607907305,1.3837038406440902,1.2358605090183434,0,0,0,0,0.68,0
scene-0140,5,13,0.7723282727099051,0.8788220938903989,3.0061261230361844,1.2772505383520476,1.1394672381528224,0,0,0,0,0.64,0
scene-0140,6,13,0.9138452151987219,0.9559525172301823,3.437069185163506,1.0335326082759275,0.8329987534615949,0,0,0,0,0.36,0
scene-0140,7,13,1.2650742429620097,1.1247551924583454,4.92903938055383,1.39026126563304,1.2240041077813106,0,0,0,0,0.72,0
scene-0140,8,13,1.522469429914265,1.2338838802392489,5.970716095186005,1.18677665359999,0.9904443057348784,0,0,0,0,0.52,0
scene-0140,9,13,4.959739597564259,2.227047282292017,19.664909592443344,1.5068802535112953,1.310881397051852,0,0,0,0,0.8,1
scene-0140,10,13,0.9783261823202168,0.9891037267750116,3.5155750660581333,1.957132674087433,1.8671858760171955,0,0,0,0,0.92,1
scene-0140,11,13,1.531094305318323,1.237373955325682,5.764111215858727,2.361834206941933,2.226627864246136,0,0,1,1,0.96,1
scene-0140,12,13,1.229571260868658,1.1088603432663007,4.306585222294901,2.579240292418699,2.5124711456010984,0,1,1,1,1.0,1
scene-0140,13,13,1.7305031174940062,1.3154858864670522,6.752785922406691,1.4563160883579593,1.2865952466355857,0,0,0,0,0.76,0
scene-0140,14,13,0.5067220468934117,0.7118441169900975,1.7208698655786832,1.5820984085729088,1.5195877483977787,0,0,0,0,0.84,1
scene-0140,15,13,0.829129069650229,0.9105652473327922,2.40585414702295,1.1599944492808036,1.0213051542310319,0,0,0,0,0.48,0
scene-0140,16,13,0.9282696936674775,0.9634675363848423,2.7072283173454896,0.9052796295583984,0.5156952482232308,0,0,0,0,0.28,0
scene-0140,17,13,0.45564240142527374,0.675012889821575,1.4546580662770905,1.035115738208126,0.8830885267377973,0,0,0,0,0.4,0
scene-0140,18,13,0.2716179228603768,0.521169763954488,0.9965455329870729,0.6926811748888266,0.5742614317430931,0,0,0,0,0.16,0
scene-0140,19,13,0.22116298875856735,0.4702796920541725,0.7453980785226524,0.7207349658863355,0.6406580249953296,0,0,0,0,0.2,0
scene-0140,20,13,0.26090367522406527,0.5107873091846207,0.894861324186857,0.6204392912889121,0.5532496003086159,0,0,0,0,0.0,0
scene-0140,21,13,0.14798909047000167,0.38469350198567387,0.4768596306545746,0.6503014601577242,0.5857833460106506,0,0,0,0,0.08,0
scene-0140,22,13,0.19116711528476446,0.43722661776790817,0.620235251502767,0.6322051758091244,0.5752819933748697,0,0,0,0,0.04,0
scene-0140,23,13,0.32951716372508716,0.574035855783493,1.0427387931753391,0.8021867620073297,0.7024495735333042,0,0,0,0,0.24,0
scene-0140,24,13,0.1496635576303125,0.38686374556206804,0.45526582079882033,0.6611875116835264,0.5957821303428861,0,0,0,0,0.12,0
scene-0140,25,13,10.108716519999339,3.1794207837276494,33.25240412153353,1.5927961859870383,0.8257859892734585,0,0,0,0,0.88,1
scene-0142,0,13,1.8242660203119836,1.3506539232208907,6.58985001995195,1.8262616588445164,1.6143147123368025,0,0,0,0,0.92,1
scene-0142,1,13,0.9611861730350162,0.9804010266391077,3.5442044511003914,1.7293820017562636,1.6620697166975098,0,0,0,0,0.88,1
scene-0142,2,13,1.6420899032603853,1.2814405578334038,5.953407567330842,1.9132192399434844,1.77002401219308,0,0,0,0,0.96,1
scene-0142,3,13,2.2908583036229477,1.5135581599736918,7.834666781621225,1.9424163580767706,1.80957842502994,0,0,0,0,1.0,1
scene-0142,4,13,1.389162455613418,1.178627360794504,4.84918440766367,1.6531358502131484,1.5166031250888354,0,0,0,0,0.8,1
scene-0142,5,13,1.6973645293184016,1.302829432166161,6.054914063797808,1.510064955586258,1.2057039552119282,0,0,0,0,0.76,0
scene-0142,6,13,1.0729963470381223,1.0358553697491375,3.571850603273044,1.297049888112133,1.1007254771128194,0,0,0,0,0.64,0
scene-0142,7,13,0.6718550760853704,0.8196676619736626,2.001166166073563,1.1849654507231087,1.119392508396829,0,0,0,0,0.52,0
scene-0142,8,13,2.363893699230639,1.5374959184435708,7.3473679030413255,1.3901224199404267,0.8629298958219552,0,0,0,0,0.72,0
scene-0142,9,13,1.0426866649484179,1.0211202989601265,3.5589832728348725,0.9764161543078642,0.6310108499256283,0,0,0,0,0.24,0
scene-0142,10,13,1.8952078498067388,1.3766654821730437,5.960577295416396,1.0157274573819972,0.45916606665617127,0,0,0,0,0.32,0
scene-0142,11,13,2.24028226851437,1.496757251031165,7.157238638477617,1.0838870742384428,0.681754613052465,0,0,0,0,0.4,0
scene-0142,12,13,0.38111807417493915,0.6173476121075866,1.2178516641460324,0.7313691751232434,0.5706350882036925,0,0,0,0,0.0,0
scene-0142,13,13,1.9635268094961607,1.4012590087118657,7.313631549105005,0.9111023711618623,0.5592535862703151,0,0,0,0,0.2,0
scene-0142,14,13,0.14806453891760377,0.38479155255489145,0.5574152074466042,0.7504066667971319,0.7075153801022643,0,0,0,0,0.04,0
scene-0142,15,13,0.11071794621078239,0.33274306335486903,0.3223404311205987,0.8877455202111565,0.869453621602219,0,0,0,0,0.12,0
scene-0142,16,13,0.22277094881012172,0.4719861743845064,0.6952854916963471,1.0098882999353622,0.9803309903527335,0,0,0,0,0.28,0
scene-0142,17,13,1.12748110214633,1.0618291303907281,3.6746739130012953,1.70515931865998,1.6033348252237183,0,0,0,0,0.84,1
scene-0142,18,13,1.0186624324887086,1.0092880820106362,2.5170587411761196,1.3395609192907634,1.269839547394942,0,0,0,0,0.68,0
scene-0142,19,13,2.1625243249773654,1.470552387702446,7.7934541876299805,1.211956723203038,0.9596267159237742,0,0,0,0,0.56,0
scene-0142,20,13,0.9513042631293421,0.9753482778624988,2.65683657839331,1.1364719081119343,1.067616770307046,0,0,0,0,0.48,0
scene-0142,21,13,0.6126129758296347,0.7826959664069023,1.817784563853241,0.7750649225333834,0.6893388592894047,0,0,0,0,0.08,0
scene-0142,22,13,2.568805081667651,1.6027492260698961,9.567521321906897,1.2267661524707856,0.866059407186631,0,0,0,0,0.6,0
scene-0142,23,13,0.19533302284438203,0.44196495657957097,0.52402519550391,0.8905678780125807,0.8833042184558285,0,0,0,0,0.16,0
scene-0142,24,13,1.242575709995454,1.1147088005373664,4.758022980099079,1.084750388744703,0.8801891657778006,0,0,0,0,0.44,0
scene-0142,25,13,1.1910988093599684,1.0913747337005602,4.3122569706794085,1.0278882072391253,0.7680964941253237,0,0,0,0,0.36,0
scene-0143,0,13,1.3607702262258599,1.1665205639961345,4.4472155410185,0.8453029110784333,0.8095181491581798,0,0,0,0,0.28,0
scene-0143,1,13,0.3054042432264663,0.5526339142926955,0.9501727007582144,0.4732315779440167,0.24341861294546582,0,0,0,0,0.04,0
scene-0143,2,13,0.3811157376819952,0.6173457197405642,1.187430384704088,0.5553587853658111,0.3531163861747266,0,0,0,0,0.08,0
scene-0143,3,13,0.275106161959747,0.5245056357750096,1.0781067598748912,0.689285059926533,0.5791567717936119,0,0,0,0,0.12,0
scene-0143,4,13,0.9373279287307481,0.9681569752528503,3.550270153903569,0.9822468915987697,0.6560910911718737,0,0,0,0,0.32,0
scene-0143,5,13,3.9608445802471324,1.9901870716711865,12.117928607744211,1.361563283418777,1.2542658064149863,0,0,0,0,0.64,0
scene-0143,6,13,0.4229770371710466,0.6503668481488325,1.3965018119780277,0.7598705478652875,0.6143776837869356,0,0,0,0,0.24,0
scene-0143,7,13,2.97269993770689,1.7241519473952664,9.819077525468675,1.0126682713543824,0.7839265902194353,0,0,0,0,0.36,0
scene-0143,8,13,3.2262472582828585,1.7961757314591629,10.598013713819428,0.7302172136133417,0.33028944452315456,0,0,0,0,0.16,0
scene-0143,9,13,0.07127577177609348,0.2669752268958554,0.2534800424261365,0.35650421652692876,0.30553479748239626,0,0,0,0,0.0,0
scene-0143,10,13,0.2983900123509944,0.5462508694281359,0.7459473620138096,0.7467741053866739,0.6034354738631885,0,0,0,0,0.2,0
scene-0143,11,13,3.0272554981158297,1.7399010023894548,9.848206414291912,1.228399773111281,0.579518425051399,0,0,0,0,0.52,0
scene-0143,12,13,0.377620229041905,0.614508119589892,1.4349150685797767,1.1880239941473916,1.1323387859954301,0,0,0,0,0.4,0
scene-0143,13,13,0.6328984386763045,0.7955491428417886,2.0184955007826955,1.4274451214409136,1.3924485905186101,0,0,0,0,0.68,0
scene-0143,14,13,0.9042675183877623,0.9509298178034814,2.5712481175188633,1.1926375714428474,1.1331026495948484,0,0,0,0,0.44,0
scene-0143,15,13,4.784535963450273,2.1873582156222775,14.029831045156154,1.4924222650138006,0.37693965448016303,0,0,0,0,0.72,0
scene-0143,16,13,4.4350093739225995,2.105946194450988,12.778705231498654,2.0266675881716627,1.4512884609574364,0,0,0,0,1.0,1
scene-0143,17,13,2.0111506669914987,1.4181504387728048,5.535413307466472,1.3341664532688482,1.1346546428273283,0,0,0,0,0.56,0
scene-0143,18,13,2.1740208453894803,1.4744561185025074,5.620596826812455,1.6530614553701755,1.5834057632162277,0,0,0,0,0.84,1
scene-0143,19,13,1.3486831849351297,1.1613281986308306,4.0005157623020144,1.3585038324210326,1.2528552027902033,0,0,0,0,0.6,0
scene-0143,20,13,1.9623072655369918,1.4008237810434943,5.0859936116562166,1.2178237893141293,0.8591827243461493,0,0,0,0,0.48,0
scene-0143,21,13,3.7915646607335916,1.9471940480428733,9.49823501253362,1.5036231465473333,0.5825248794323338,0,0,0,0,0.76,0
scene-0143,22,13,2.4652644570590603,1.5701160648369472,6.26933231694457,1.5620654805596876,1.050648750399332,0,0,0,0,0.8,1
scene-0143,23,13,1.3879332822681836,1.1781058026629796,3.6727490035900194,1.867185604450145,1.7248601005800814,0,0,0,0,0.96,1
scene-0143,24,13,1.2418663220446533,1.1143905608199727,3.347445572209735,1.8520939142266057,1.7157443047446455,0,0,0,0,0.92,1
scene-0143,25,13,0.5411085306247411,0.735600795693385,1.7354100780483592,1.6879682238843843,1.6627634356525915,0,0,0,0,0.88,1
scene-0144,0,13,59.92149237766771,7.740897388395464,196.33899186142634,3.8009251362916747,2.8719870923098547,1,1,1,1,1.0,1
scene-0144,1,13,15.875713926947347,3.9844339531415685,47.79376042381063,2.489786226022381,0.6772283401479341,0,0,1,1,0.84,1
scene-0144,2,13,9.231479289940827,3.038334953546239,31.136094674556205,2.898619293830041,1.9301427644103049,0,1,1,1,0.96,1
scene-0144,3,13,5.913541972715528,2.431777533557609,19.02814502818232,2.4040215759710573,1.7561243228643317,0,0,1,1,0.8,1
scene-0144,4,13,6.329424050213395,2.5158346627338997,19.038598732491497,2.218667885056915,1.8527398365869494,0,0,0,1,0.72,0
scene-0144,5,13,9.720730967472491,3.1178086803831455,27.831583813059275,2.344475566239657,1.5288335463153437,0,0,1,1,0.76,0
scene-0144,6,13,7.528695375506295,2.7438468207074345,21.578214299260424,2.0274344674563136,1.4181133230285325,0,0,0,0,0.68,0
scene-0144,7,13,9.929134312997212,3.151052889590591,26.478677375040302,2.880547508210463,2.821361136237265,0,1,1,1,0.92,1
scene-0144,8,13,10.136997727937652,3.1838652182430165,27.492161914492105,2.8177539937568854,2.626717315040397,0,1,1,1,0.88,1
scene-0144,9,13,2.0920773456237973,1.446401516047255,6.17665118779165,1.5422953160524249,1.4562235744696295,0,0,0,0,0.36,0
scene-0144,10,13,1.7891468615658435,1.3375899452245608,4.986690136171115,1.4834881452226503,1.3904956175507361,0,0,0,0,0.32,0
scene-0144,11,13,2.1202837963811896,1.4561194306722198,6.232154414917237,1.8511406089009566,1.7727099723404744,0,0,0,0,0.6,0
scene-0144,12,13,2.3610196215939574,1.536560972299491,6.910949968582489,1.8713792671297722,1.7435806897388382,0,0,0,0,0.64,0
scene-0144,13,13,1.9303524613826095,1.3893712467812949,6.1314291914384516,1.787874464978454,1.6269139185998203,0,0,0,0,0.48,0
scene-0144,14,13,2.2562492076093434,1.5020816248158233,6.566005102109499,1.2249174220506587,0.6069987775044422,0,0,0,0,0.24,0
scene-0144,15,13,1.7466394335852424,1.3216048704454908,5.652113722135937,1.5996506696749966,1.3716069885428628,0,0,0,0,0.4,0
scene-0144,16,13,2.084849303922086,1.4439007250923057,6.278272591286324,1.8026832344440262,1.5350534400316735,0,0,0,0,0.52,0
scene-0144,17,13,2.133517655899046,1.4606565838344912,5.605547447304568,1.1079979439726648,0.701482528872063,0,0,0,0,0.16,0
scene-0144,18,13,1.6608604082613112,1.2887437325788673,5.434933792775839,0.9689492512657689,0.3592525768190206,0,0,0,0,0.0,0
scene-0144,19,13,1.2978099022639071,1.1392145988635798,3.671885334021973,1.0521022928429806,0.6826706379870066,0,0,0,0,0.04,0
scene-0144,20,13,4.966145575206038,2.2284850403819267,16.017047399070496,1.0925007268442035,0.3111133074187311,0,0,0,0,0.12,0
scene-0144,21,13,4.930868162065342,2.2205558227762126,16.12295421422798,1.2005366424422765,0.19626618206284063,0,0,0,0,0.2,0
scene-0144,22,13,5.109077983124916,2.260326963765401,16.32093746341739,1.07688207162291,0.20707518427909014,0,0,0,0,0.08,0
scene-0144,23,13,6.772027345021087,2.60231192308322,23.027570949488393,1.6081126864100734,0.19645107208981627,0,0,0,0,0.44,0
scene-0144,24,13,0.9704061722606209,0.9850919613216935,3.298286397739175,1.3833083421587757,1.1845097688139987,0,0,0,0,0.28,0
scene-0144,25,13,4.813467684633846,2.193961641559361,15.61216277822315,1.809546968563067,0.8921785556962062,0,0,0,0,0.56,0
scene-0145,0,13,0.7421412883334808,0.8614762262149088,2.3193698361756123,0.8424947681442003,0.6716247342872729,0,0,0,0,0.04,0
scene-0145,1,13,0.1494123987976896,0.38653900035790645,0.3693787311405852,0.8686982181845748,0.8625920600471044,0,0,0,0,0.08,0
scene-0145,2,13,0.253685633236661,0.5036721485616025,0.8235411810694653,1.1127888592135042,1.0831726624125049,0,0,0,0,0.16,0
scene-0145,3,13,0.2709040288199394,0.5204844174612141,0.7679528719741298,1.2718117624762482,1.2638293654570032,0,0,0,0,0.28,0
scene-0145,4,13,0.318307596387081,0.5641875542646089,0.8963229066287179,1.559578407548514,1.5444103376641152,0,0,0,0,0.48,0
scene-0145,5,13,0.9772481457508023,0.9885586202905735,2.5906157343856386,1.6344691179407453,1.611560972839623,0,0,0,0,0.6,0
scene-0145,6,13,1.3369071986152867,1.1562470318298277,3.5296947963610705,0.9900971829326033,0.7495649506616694,0,0,0,0,0.12,0
scene-0145,7,13,1.4218807313215927,1.1924264049917683,3.738870319647673,1.3969061843621868,1.3138365022188825,0,0,0,0,0.36,0
scene-0145,8,13,1.3537485367275288,1.1635069990023819,3.605218930006384,0.7924438843658739,0.3867833266416303,0,0,0,0,0.0,0
scene-0145,9,13,9.998019551850584,3.1619645083160854,30.97604025562752,2.0554514691450807,0.339936023277503,0,0,0,0,0.96,1
scene-0145,10,13,3.5764179161576664,1.8911419608685294,10.821077152234444,1.1897409282632452,0.48608400407890645,0,0,0,0,0.2,0
scene-0145,11,13,2.3829087156569426,1.5436672943535932,7.61322333884442,1.2586307311932712,0.7863692659157095,0,0,0,0,0.24,0
scene-0145,12,13,2.183505833090789,1.4776690539802169,6.701061402261216,1.354296477274305,0.8150090148732501,0,0,0,0,0.32,0
scene-0145,13,13,8.208784678981537,2.865097673549985,25.630497651900424,1.6999554145443823,0.9523888515852033,0,0,0,0,0.64,0
scene-0145,14,13,4.6412427034546395,2.154354358840402,14.666139858637893,1.4584665785829538,0.7416121955302493,0,0,0,0,0.4,0
scene-0145,15,13,7.848108772759495,2.801447620920208,25.545851539931014,1.9022370928504766,0.7130816585427618,0,0,0,0,0.8,1
scene-0145,16,13,7.785038818282303,2.790168241931354,24.11474272721177,1.813503641043963,0.5574873018121105,0,0,0,0,0.76,0
scene-0145,17,13,6.213434266988391,2.492676125570346,19.388914350391392,1.7699259766678046,0.3505448769764928,0,0,0,0,0.72,0
scene-0145,18,13,6.016561900361599,2.4528680968127086,18.85470279427199,1.6271803148768942,0.19190295833120483,0,0,0,0,0.56,0
scene-0145,19,13,6.504872104147895,2.550465076049444,20.079382709913293,1.707250765317983,0.6599537461285658,0,0,0,0,0.68,0
scene-0145,20,13,5.7380756561954955,2.395428073684429,18.009400646232113,1.6120364671500138,0.42664605966955294,0,0,0,0,0.52,0
scene-0145,21,13,4.9583684964648285,2.2267394316499693,15.75508883397118,1.544555241317956,0.17302482023813529,0,0,0,0,0.44,0
scene-0145,22,13,7.316234708544587,2.704853916303908,22.339863348287302,2.0060644624926924,0.2062025648911062,0,0,0,0,0.92,1
scene-0145,23,13,9.214734911868797,3.0355781841139913,26.819256923652112,2.3075205923742366,0.4936267357020492,0,0,1,1,1.0,1
scene-0145,24,13,6.444779643669269,2.53865705515126,20.253765489052412,1.9095435196741621,0.7786530424707333,0,0,0,0,0.84,1
